# T < 10 MeV is a common calculation; we use data from http://www.laine.itp.unibe.ch/eos15/
# Data for 10 MeV <= T <= 100 GeV is from arXiv:1606.07494
# Data for T >= 125 GeV is from arXiv:1503.04935 (http://www.laine.itp.unibe.ch/eos15/)
# -----------------------
# log10(T/MeV) g_* g_*s
2.3123 41.3673 38.4355
2.3167 41.7439 38.8098
2.3211 42.1149 39.1801
2.3255 42.4804 39.5463
2.3299 42.8403 39.9085
2.3343 43.1946 40.2665
2.3387 43.5434 40.6202
2.3431 43.8866 40.9697
2.3475 44.2243 41.3148
2.3519 44.5566 41.6555
2.3563 44.8833 41.9918
2.3607 45.2046 42.3235
2.3651 45.5204 42.6506
2.3695 45.8307 42.9731
2.3739 46.1356 43.2909
2.3783 46.4351 43.6039
2.3827 46.7292 43.9121
2.3871 47.0179 44.2154
2.3915 47.3012 44.5138
2.3959 47.5791 44.8071
2.4004 47.8517 45.0954
2.4048 48.1190 45.3786
2.4092 48.3811 45.6569
2.4136 48.6384 45.9306
2.4180 48.8911 46.1998
2.4224 49.1394 46.4647
2.4268 49.3835 46.7255
2.4312 49.6236 46.9826
2.4356 49.8601 47.2360
2.4400 50.0930 47.4861
2.4444 50.3228 47.7329
2.4488 50.5495 47.9768
2.4532 50.7734 48.2179
2.4576 50.9948 48.4564
2.4620 51.2138 48.6927
2.4664 51.4307 48.9268
2.4708 51.6458 49.1589
2.4752 51.8593 49.3894
2.4796 52.0713 49.6184
2.4840 52.2822 49.8462
2.4884 52.4922 50.0729
2.4929 52.7014 50.2987
2.4973 52.9102 50.5239
2.5017 53.1187 50.7487
2.5061 53.3271 50.9732
2.5105 53.5354 51.1974
2.5149 53.7436 51.4213
2.5193 53.9516 51.6448
2.5237 54.1595 51.8681
2.5281 54.3672 52.0910
2.5325 54.5748 52.3136
2.5369 54.7822 52.5358
2.5413 54.9894 52.7576
2.5457 55.1963 52.9791
2.5501 55.4031 53.2002
2.5545 55.6097 53.4210
2.5589 55.8160 53.6413
2.5633 56.0221 53.8612
2.5677 56.2279 54.0808
2.5721 56.4335 54.2999
2.5765 56.6388 54.5185
2.5809 56.8438 54.7368
2.5854 57.0485 54.9546
2.5898 57.2530 55.1719
2.5942 57.4571 55.3888
2.5986 57.6608 55.6052
2.6030 57.8643 55.8211
2.6074 58.0673 56.0365
2.6118 58.2701 56.2514
2.6162 58.4724 56.4658
2.6206 58.6744 56.6797
2.6250 58.8760 56.8931
2.6294 59.0772 57.1059
2.6338 59.2780 57.3182
2.6382 59.4783 57.5300
2.6426 59.6782 57.7412
2.6470 59.8777 57.9518
2.6514 60.0767 58.1618
2.6558 60.2753 58.3712
2.6602 60.4734 58.5801
2.6646 60.6710 58.7883
2.6690 60.8681 58.9960
2.6734 61.0647 59.2030
2.6779 61.2607 59.4094
2.6823 61.4563 59.6151
2.6867 61.6513 59.8202
2.6911 61.8458 60.0246
2.6955 62.0397 60.2284
2.6999 62.2330 60.4315
2.7043 62.4258 60.6339
2.7087 62.6179 60.8356
2.7131 62.8095 61.0366
2.7175 63.0004 61.2369
2.7219 63.1908 61.4365
2.7263 63.3804 61.6354
2.7307 63.5695 61.8335
2.7351 63.7579 62.0309
2.7395 63.9456 62.2275
2.7439 64.1327 62.4233
2.7483 64.3190 62.6184
2.7527 64.5047 62.8127
2.7571 64.6896 63.0063
2.7615 64.8739 63.1990
2.7659 65.0574 63.3909
2.7704 65.2402 63.5820
2.7748 65.4222 63.7723
2.7792 65.6034 63.9617
2.7836 65.7839 64.1503
2.7880 65.9636 64.3381
2.7924 66.1426 64.5249
2.7968 66.3207 64.7110
2.8012 66.4980 64.8961
2.8056 66.6744 65.0804
2.8100 66.8501 65.2637
2.8144 67.0249 65.4462
2.8188 67.1988 65.6277
2.8232 67.3719 65.8084
2.8276 67.5441 65.9881
2.8320 67.7154 66.1668
2.8364 67.8858 66.3447
2.8408 68.0553 66.5215
2.8452 68.2238 66.6974
2.8496 68.3915 66.8723
2.8540 68.5582 67.0463
2.8584 68.7240 67.2192
2.8629 68.8887 67.3912
2.8673 69.0526 67.5621
2.8717 69.2154 67.7320
2.8761 69.3772 67.9009
2.8805 69.5381 68.0688
2.8849 69.6979 68.2356
2.8893 69.8567 68.4014
2.8937 70.0145 68.5661
2.8981 70.1712 68.7297
2.9025 70.3268 68.8923
2.9069 70.4814 69.0537
2.9113 70.6350 69.2141
2.9157 70.7874 69.3734
2.9201 70.9387 69.5315
2.9245 71.0889 69.6886
2.9289 71.2380 69.8445
2.9333 71.3860 69.9992
2.9377 71.5328 70.1528
2.9421 71.6785 70.3053
2.9465 71.8230 70.4566
2.9509 71.9663 70.6067
2.9554 72.1084 70.7556
2.9598 72.2494 70.9034
2.9642 72.3891 71.0499
2.9686 72.5277 71.1952
2.9730 72.6650 71.3393
2.9774 72.8010 71.4822
2.9818 72.9359 71.6238
2.9862 73.0694 71.7642
2.9906 73.2017 71.9034
2.9950 73.3327 72.0413
2.9994 73.4625 72.1779
3.0038 73.5909 72.3132
3.0082 73.7180 72.4472
3.0126 73.8438 72.5800
3.0170 73.9684 72.7115
3.0214 74.0917 72.8418
3.0258 74.2137 72.9708
3.0302 74.3344 73.0986
3.0346 74.4539 73.2251
3.0390 74.5722 73.3504
3.0434 74.6892 73.4745
3.0479 74.8050 73.5974
3.0523 74.9196 73.7191
3.0567 75.0329 73.8395
3.0611 75.1450 73.9588
3.0655 75.2560 74.0768
3.0699 75.3657 74.1937
3.0743 75.4742 74.3094
3.0787 75.5816 74.4240
3.0831 75.6878 74.5374
3.0875 75.7928 74.6496
3.0919 75.8967 74.7607
3.0963 75.9994 74.8706
3.1007 76.1009 74.9794
3.1051 76.2014 75.0871
3.1095 76.3006 75.1936
3.1139 76.3988 75.2990
3.1183 76.4959 75.4034
3.1227 76.5918 75.5066
3.1271 76.6866 75.6087
3.1315 76.7804 75.7097
3.1359 76.8730 75.8097
3.1404 76.9646 75.9086
3.1448 77.0551 76.0064
3.1492 77.1445 76.1031
3.1536 77.2328 76.1988
3.1580 77.3202 76.2934
3.1624 77.4064 76.3870
3.1668 77.4916 76.4796
